publisher,journal_title,acronym,issn,eissn,oa_model,subject_area,imprint,scope,journal_url,index_wos,scopus_covered,jif_2024,jif_quartile,citescore_2024,citescore_quartile,sjr_2024,sjr_quartile,best_quartile,quartile_basis,list_context,source_file,source_sheet,source_row
Springer Nature,Pediatric Rheumatology,,,1546-0096,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,554
Springer Nature,Performance Nutrition,,,3059-2933,Fully Open Access,Chemistry,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,555
Springer Nature,Perioperative Medicine,,,2047-0525,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,556
Springer Nature,"Philosophy, Ethics, and Humanities in Medicine",,,1747-5341,Fully Open Access,Philosophy,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,557
Springer Nature,PhotoniX,,,2662-1991,Fully Open Access,Engineering,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,558
Springer Nature,Pilot and Feasibility Studies,,,2055-5784,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,559
Springer Nature,Plant Growth Regulation,,,1573-5087,Fully Open Access,Life Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,560
Springer Nature,Plant Methods,,,1746-4811,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,561
Springer Nature,Pneumonia,,,2200-6133,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,562
Springer Nature,Population Health Metrics,,,1478-7954,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,563
Springer Nature,Porcine Health Management,,,2055-5660,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,564
Springer Nature,Process Science,,,2948-2178,Fully Open Access,Business and Management,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,565
Springer Nature,Progress in Earth and Planetary Science,,,2197-4284,Fully Open Access,Earth Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,566
Springer Nature,Progress in Orthodontics,,,2196-1042,Fully Open Access,Dentistry,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,567
Springer Nature,Proteome Science,,,1477-5956,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,568
Springer Nature,Psicologia: Reflexão e Crítica,,,1678-7153,Fully Open Access,Psychology,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,569
Springer Nature,Psychotropic Substances Research,,,3059-3689,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,570
Springer Nature,Publications mathématiques de l'IHÉS,,,1618-1913,Fully Open Access,Mathematics,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,571
Springer Nature,Radiation Oncology,,,1748-717X,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,572
Springer Nature,Reproductive Biology and Endocrinology,,,1477-7827,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,573
Springer Nature,Reproductive Health,,,1742-4755,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,574
Springer Nature,Research in Health Services & Regions,,,2730-9827,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,575
Springer Nature,Research Integrity and Peer Review,,,2058-8615,Fully Open Access,Philosophy,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,576
Springer Nature,Research Involvement and Engagement,,,2056-7529,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,577
Springer Nature,Respiratory Research,,,1465-993X,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,578
Springer Nature,Retrovirology,,,1742-4690,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,579
Springer Nature,Revista Chilena de Historia Natural,,,0717-6317,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,580
Springer Nature,Rice,,,1939-8433,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,581
Springer Nature,ROBOMECH Journal,,,2197-4225,Fully Open Access,Engineering,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,582
Springer Nature,Saudi Pharmaceutical Journal,,,1319-0164,Fully Open Access,Biomedicine,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,583
Springer Nature,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",,,1757-7241,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,584
Springer Nature,Schizophrenia,,,2754-6993,Fully Open Access,Medicine & Public Health,Springer Nature,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,585
Springer Nature,Science and Engineering Ethics,,,1471-5546,Fully Open Access,Philosophy,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,586
Springer Nature,Scientific Data,,,2052-4463,Fully Open Access,"Science, Humanities and Social Sciences, multidisciplinary",Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,587
Springer Nature,Scientific Reports,,,2045-2322,Fully Open Access,"Science, Humanities and Social Sciences, multidisciplinary",Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,588
Springer Nature,Signal Transduction and Targeted Therapy,,,2059-3635,Fully Open Access,Medicine & Public Health,Springer Nature,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,589
Springer Nature,Skeletal Muscle,,,2044-5040,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,590
Springer Nature,Sleep Science and Practice,,,2398-2683,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,591
Springer Nature,Smart Learning Environments,,,2196-7091,Fully Open Access,Education,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,592
Springer Nature,Social Network Analysis and Mining,,,1869-5469,Fully Open Access,Computer Science,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,593
Springer Nature,Sports Medicine - Open,,,2198-9761,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,594
Springer Nature,Stem Cell Research & Therapy,,,1757-6512,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,595
Springer Nature,"Substance Abuse Treatment, Prevention, and Policy",,,1747-597X,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,596
Springer Nature,Sustainable Earth Reviews,,,2520-8748,Fully Open Access,Environment,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,597
Springer Nature,Sustainable Energy Research,,,2731-9237,Fully Open Access,Energy,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,598
Springer Nature,Sustainable Environment Research,,,2468-2039,Fully Open Access,Engineering,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,599
Springer Nature,Swiss Journal of Geosciences,,,1661-8734,Fully Open Access,Earth Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,600
Springer Nature,Swiss Journal of Palaeontology,,,1664-2384,Fully Open Access,Earth Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,601
Springer Nature,Systematic Reviews,,,2046-4053,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,602
Springer Nature,Techniques in Coloproctology,,,1128-045X,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,603
Springer Nature,"Terrestrial, Atmospheric and Oceanic Sciences",,,2311-7680,Fully Open Access,Earth Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,604
Springer Nature,The EMBO Journal,,,1460-2075,Fully Open Access,Life Sciences,Springer Nature,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,605
Springer Nature,The Journal of Comparative Germanic Linguistics,,,1572-8552,Fully Open Access,Linguistics,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,606
Springer Nature,The Journal of Headache and Pain,,,1129-2377,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,607
Springer Nature,The Saudi Dental Journal,,,1013-9052,Fully Open Access,Dentistry,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,608
Springer Nature,The Ultrasound Journal,,,2524-8987,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,609
Springer Nature,Thrombosis Journal,,,1477-9560,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,610
Springer Nature,Thyroid Research,,,1756-6614,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,611
Springer Nature,Translational Psychiatry,,,2158-3188,Fully Open Access,Medicine & Public Health,Springer Nature,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,612
Springer Nature,Translational Neurodegeneration,,,2047-9158,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,613
Springer Nature,Trials,,,1745-6215,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,614
Springer Nature,"Tropical Diseases, Travel Medicine and Vaccines",,,2055-0936,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,615
Springer Nature,Tropical Medicine and Health,,,1349-4147,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,616
Springer Nature,Urban Transformations,,,2524-8162,Fully Open Access,Environment,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,617
Springer Nature,Veterinary Oncology,,,3004-9814,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,618
Springer Nature,Veterinary Research,,,1297-9716,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,619
Springer Nature,Virology Journal,,,1743-422X,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,620
Springer Nature,Virtual Reality,,,1434-9957,Fully Open Access,Computer Science,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,621
Springer Nature,Vocations and Learning,,,1874-7868,Fully Open Access,Education,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,622
Springer Nature,WheatOmics,,,3059-3484,Fully Open Access,Life Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,623
Springer Nature,World Journal of Surgical Oncology,,,1477-7819,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,624
Springer Nature,World Journal of Emergency Surgery,,,1749-7922,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,625
Springer Nature,Zeitschrift für Weiterbildungsforschung,,,2364-0022,Fully Open Access,Education,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,626
Springer Nature,Zoological Letters,,,2056-306X,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,627
Elsevier,Annals of Anatomy,,0940-9602,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,2
Elsevier,Accident Analysis & Prevention,,0001-4575,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,3
Elsevier,Analytica Chimica Acta,,0003-2670,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,4
Elsevier,Acta Histochemica,,0065-1281,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,5
Elsevier,Additive Manufacturing,,2214-8604,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,6
Elsevier,Advances in Engineering Software,,0965-9978,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,7
Elsevier,Ad Hoc Networks,,1570-8705,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,8
Elsevier,Advanced Drug Delivery Reviews,,0169-409X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,9
Elsevier,Advanced Engineering Informatics,,1474-0346,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,10
Elsevier,Aerospace Science and Technology,,1270-9638,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,11
Elsevier,AEÜ - International Journal of Electronics and Communications,,1434-8411,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,12
Elsevier,Archives of Gerontology and Geriatrics,,0167-4943,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,13
Elsevier,Alcohol,,0741-8329,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,14
Elsevier,Algal Research,,2211-9264,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,15
Elsevier,Analytic Methods in Accident Research,,2213-6657,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,16
Elsevier,Applied Mathematics Letters,,0893-9659,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,17
Elsevier,Annals of Nuclear Energy,,0306-4549,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,18
Elsevier,Animal Reproduction Science,,0378-4320,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,19
Elsevier,Applied Acoustics,,0003-682X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,20
Elsevier,Applied Energy,,0306-2619,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,21
Elsevier,Applied Mathematical Modelling,,0307-904X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,22
Elsevier,Applied Materials Today,,2352-9407,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,23
Elsevier,Applied Surface Science,,0169-4332,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,24
Elsevier,Ageing Research Reviews,,1568-1637,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,25
Elsevier,Artificial Intelligence,,0004-3702,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,26
Elsevier,Artificial Intelligence in Medicine,,0933-3657,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,27
Elsevier,Astronomy and Computing,,2213-1337,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,28
Elsevier,Arthropod Structure & Development,,1467-8039,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,29
Elsevier,Applied Soft Computing,,1568-4946,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,30
Elsevier,Applied Thermal Engineering,,1359-4311,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,31
